adr_idx,adr_id,adr_name
238,C0019212,Hepatorenal syndrome
239,C0019214,Hepatosplenomegaly
240,C0019243,Hereditary angioedema
241,C0019270,Hernia
242,C0019294,Inguinal hernia
243,C0019342,Genital herpes
244,C0019348,Herpes simplex
245,C0019357,Ophthalmic herpes simplex
246,C0019557,Hip fracture
247,C0019569,Congenital megacolon
248,C0019572,Hirsutism
249,C0019618,Histiocytosis
250,C0019655,Histoplasmosis
251,C0020162,Humerus fracture
252,C0020224,Polyhydramnios
253,C0020295,Hydronephrosis
254,C0020302,Developmental glaucoma
255,C0020305,Hydrops foetalis
256,C0020429,Hyperpathia
257,C0020437,Hypercalcaemia
258,C0020438,Hypercalciuria
259,C0020452,Hyperaemia
260,C0020453,Hyperaesthesia
261,C0020455,Hypergammaglobulinaemia
262,C0020459,Hyperinsulinism
263,C0020502,Hyperparathyroidism
264,C0020503,Hyperparathyroidism secondary
265,C0020505,Hyperphagia
266,C0020507,Hyperplasia
267,C0020514,Hyperprolactinaemia
268,C0020517,Hypersensitivity
269,C0020532,Hypersplenism
270,C0020538,Hypertension
271,C0020540,Malignant hypertension
272,C0020541,Portal hypertension
273,C0020550,Hyperthyroidism
274,C0020555,Hypertrichosis
275,C0020564,Hypertrophy
276,C0020569,Salivary gland enlargement
277,C0020578,Hyperventilation
278,C0020580,Hypoaesthesia
279,C0020598,Hypocalcaemia
280,C0020615,Hypoglycaemia
281,C0020617,Hypoglycaemic coma
282,C0020619,Hypogonadism
283,C0020620,Hypohidrosis
284,C0020635,Hypopituitarism
285,C0020640,Factor II deficiency
286,C0020649,Hypotension
287,C0020672,Body temperature decreased
288,C0020676,Hypothyroidism
289,C0020757,Ichthyosis
290,C0021053,Immune system disorder
291,C0021099,Impetigo
292,C0021122,Impulse-control disorder
293,C0021167,Incontinence
294,C0021177,Libido increased
295,C0021294,Premature baby
296,C0021313,Kidney infection
297,C0021359,Infertility
298,C0021361,Infertility female
299,C0021364,Infertility male
300,C0021368,Inflammation
301,C0021655,Insulin resistance
302,C0021670,Insulinoma
303,C0021845,Intestinal perforation
304,C0021933,Intussusception
305,C0022073,Iridocyclitis
306,C0022078,Iris disorder
307,C0022107,Irritability
308,C0022346,Jaundice
309,C0022354,Jaundice cholestatic
310,C0022408,Arthropathy
311,C0022541,Kearns-Sayre syndrome
312,C0022568,Keratitis
313,C0022638,Ketosis
314,C0022658,Nephropathy
315,C0022660,Renal failure acute
316,C0022661,Renal failure chronic
317,C0022665,Renal neoplasm
318,C0022667,Renal papillary necrosis
319,C0022821,Kyphosis
320,C0022876,Premature labour
321,C0022951,Lactose intolerance
322,C0023066,Laryngospasm
323,C0023211,Bundle branch block left
324,C0023212,Left ventricular failure
325,C0023380,Lethargy
326,C0023418,Leukaemia
327,C0023449,Acute lymphocytic leukaemia
328,C0023467,Acute myeloid leukaemia
329,C0023470,Myeloid leukaemia
330,C0023487,Acute promyelocytic leukaemia
331,C0023501,Leukaemoid reaction
332,C0023518,Leukocytosis
333,C0023524,Progressive multifocal leukoencephalopathy
334,C0023530,Leukopenia
335,C0023531,Leukoplakia
336,C0023532,Leukoplakia oral
337,C0023891,Cirrhosis alcoholic
338,C0024003,Lordosis
339,C0024205,Lymphadenitis
340,C0024228,Lymphatic disorder
341,C0024236,Lymphoedema
342,C0024282,Lymphocytosis
343,C0024299,Lymphoma
344,C0024312,Lymphopenia
345,C0024314,Lymphoproliferative disorder
346,C0024437,Macular degeneration
347,C0024440,Cystoid macular oedema
348,C0024623,Gastric cancer
349,C0024899,Mastocytosis
350,C0024904,Mastoiditis
351,C0025160,Megacolon
352,C0025202,Malignant melanoma
353,C0025274,Menarche
354,C0025286,Meningioma
355,C0025287,Meningism
356,C0025289,Meningitis
357,C0025322,Premature menopause
358,C0025323,Menorrhagia
359,C0025345,Menstrual disorder
360,C0025362,Mental retardation
361,C0025500,Mesothelioma
362,C0025874,Metrorrhagia
363,C0025958,Microcephaly
364,C0026603,Motion sickness
365,C0026633,Congenital oral malformation
366,C0026636,Oral disorder
367,C0026769,Multiple sclerosis
368,C0026826,Hypertonia
369,C0026827,Hypotonia
370,C0026837,Muscle rigidity
371,C0026838,Muscle spasticity
372,C0026846,Muscle atrophy
373,C0026857,Musculoskeletal disorder
374,C0026884,Mutism
375,C0026896,Myasthenia gravis
376,C0026987,Myelofibrosis
377,C0027051,Myocardial infarction
378,C0027059,Myocarditis
379,C0027080,Myoglobinuria
380,C0027092,Myopia
381,C0027125,Myotonia
382,C0027404,Narcolepsy
383,C0027540,Necrosis
384,C0027651,Neoplasm
385,C0027697,Nephritis
386,C0027719,Nephrosclerosis
387,C0027726,Nephrotic syndrome
388,C0027765,Nervous system disorder
389,C0027796,Neuralgia
