adr_idx,adr_id,adr_name
890,C0266589,Ear malformation
891,C0267033,Lip ulceration
892,C0267566,Perirectal abscess
893,C0267716,Incisional hernia
894,C0267834,Hepatic cyst
895,C0267925,Bile duct stenosis
896,C0267940,Pancreatitis haemorrhagic
897,C0267941,Pancreatitis necrotising
898,C0268379,Pseudocholinesterase deficiency
899,C0269188,Uterine cyst
900,C0269268,Breast induration
901,C0270736,Essential tremor
902,C0270769,Radiation myelopathy
903,C0270790,Quadriparesis
904,C0270922,Demyelinating polyneuropathy
905,C0270996,Eye swelling
906,C0271051,Macular oedema
907,C0271160,Cataract cortical
908,C0271240,Blindness unilateral
909,C0271308,Blepharitis allergic
910,C0271650,Glucose tolerance impaired
911,C0271738,Secondary adrenocortical insufficiency
912,C0272426,Mouth injury
913,C0272774,Foot fracture
914,C0273482,Nerve compression
915,C0277585,Drug intolerance
916,C0278016,Faeces hard
917,C0278134,Sensory loss
918,C0278488,Breast cancer stage IV
919,C0279637,Anal cancer
920,C0281774,Acute psychosis
921,C0281778,Anal abscess
922,C0281803,Endotracheal intubation complication
923,C0281913,Muscle swelling
924,C0281981,Skin mass
925,C0281982,Skin swelling
926,C0282548,Leukostasis
927,C0302314,Xanthoma
928,C0302592,Cervix carcinoma
929,C0302813,Lactase deficiency
930,C0311245,Congenital cystic kidney disease
931,C0311394,Walking disability
932,C0312420,Hypersexuality
933,C0314719,Dry eye
934,C0332534,Induration
935,C0332563,Papule
936,C0333355,Mucosal inflammation
937,C0333559,Lacunar infarction
938,C0333641,Atrophy
939,C0338480,Migraine without aura
940,C0338831,Mania
941,C0340279,Ventricular hypertrophy
942,C0340464,Extrasystoles
943,C0340726,Embolism venous
944,C0340861,Pulseless electrical activity
945,C0340865,Anaphylactoid reaction
946,C0341012,Oral herpes
947,C0341047,Parotid gland enlargement
948,C0341163,Gastric ulcer perforation
949,C0341212,Gastrointestinal fistula
950,C0342257,Diabetic complication
951,C0342405,Pituitary infarction
952,C0342406,Pituitary haemorrhage
953,C0342548,Early menarche
954,C0342579,Electrolyte imbalance
955,C0343863,Genital candidiasis
956,C0343886,Gastrointestinal candidiasis
957,C0344315,Depressed mood
958,C0345996,Milia
959,C0347390,Skin papilloma
960,C0349705,Haemoglobin abnormal
961,C0349782,Ischaemic cardiomyopathy
962,C0376297,Cardiac death
963,C0376358,Prostate cancer
964,C0376545,Haematological malignancy
965,C0392156,Akathisia
966,C0392162,Sticky skin
967,C0392175,Renal haemorrhage
968,C0392185,Repetitive speech
969,C0392196,Injection site urticaria
970,C0392699,Dysaesthesia
971,C0393444,Meningitis chemical
972,C0393593,Dystonia
973,C0393615,Familial tremor
974,C0399459,Oral discomfort
975,C0400839,Rectal ulcer
976,C0404521,Vaginal infection
977,C0405479,Nipple disorder
978,C0406484,Sebaceous hyperplasia
979,C0410256,Muscle injury
980,C0410918,Tachycardia foetal
981,C0413252,Hypothermia
982,C0423006,Eye discharge
983,C0423226,Corneal pigmentation
984,C0423271,Scleral hyperaemia
985,C0423729,Painful respiration
986,C0423791,Rash maculo-papular
987,C0424230,Psychomotor retardation
988,C0424295,Hyperkinesia
989,C0424296,Disinhibition
990,C0424448,Masked facies
991,C0424489,Chapped lips
992,C0424605,Developmental delay
993,C0424786,Postoperative fever
994,C0426636,Defaecation urgency
995,C0427160,Parkinsonian gait
996,C0428977,Bradycardia
997,C0429468,Anovulatory cycle
998,C0435630,Wrist fracture
999,C0438717,Transaminases increased
1000,C0455204,Homicidal ideation
1001,C0455769,Energy increased
1002,C0455899,Pharyngeal erythema
1003,C0456495,Ear canal erythema
1004,C0456511,Sleep paralysis
1005,C0456909,Blindness
1006,C0473120,Intra-abdominal haematoma
1007,C0473311,Haemorrhagic ovarian cyst
1008,C0474378,Hair colour changes
1009,C0474529,Haemoglobin normal
1010,C0475765,Nasal oedema
1011,C0476089,Endometrial cancer
1012,C0476281,Non-cardiac chest pain
1013,C0494559,Inner ear disorder
1014,C0496901,Pituitary tumour benign
1015,C0497327,Dementia
1016,C0497365,Rash generalised
1017,C0518015,Haemoglobin
1018,C0519030,Pneumonia klebsiella
1019,C0520587,Vulvovaginal discomfort
1020,C0520589,Vulvovaginal dryness
1021,C0520729,Subconjunctival cyst
1022,C0520736,Coombs positive haemolytic anaemia
1023,C0520872,Stroke volume increased
1024,C0520878,Electrocardiogram PR shortened
1025,C0521008,Screaming
1026,C0521158,Neoplasm recurrence
1027,C0521161,Vasculitic rash
1028,C0521305,Assisted fertilisation
1029,C0521464,Skin oedema
1030,C0521465,Toxic skin eruption
1031,C0521490,Application site irritation
1032,C0521492,Application site ulcer
1033,C0521495,Application site rash
1034,C0521498,Injection site irritation
1035,C0521501,Injection site thrombosis
1036,C0521505,Injection site dermatitis
1037,C0521507,Injection site ulcer
1038,C0521508,Injection site bruising
1039,C0521509,Injection site induration
1040,C0521510,Implant site reaction
1041,C0521554,Congenital vesicoureteric reflux
1042,C0521591,Paraesthesia oral
1043,C0521592,Hypoaesthesia oral
1044,C0521619,Pelvi-ureteric obstruction
1045,C0521854,Drug tolerance decreased
1046,C0522055,Electrocardiogram abnormal
1047,C0522172,Feeling drunk
1048,C0522214,Visual evoked potentials abnormal
1049,C0522224,Paralysis
1050,C0522351,Vertigo positional
1051,C0524620,Metabolic syndrome
1052,C0525045,Affective disorder
1053,C0541820,Carbohydrate tolerance decreased
1054,C0541865,Deposit eye
1055,C0541923,Lip oedema
1056,C0541941,Erection increased
1057,C0542008,Injection site haematoma
1058,C0542149,Injection site phlebitis
1059,C0542313,Sleep talking
1060,C0542571,Face oedema
1061,C0544618,Orthostatic hypertension
1062,C0549209,Feeling jittery
1063,C0549357,Abdominal adhesions
1064,C0549373,Laryngeal pain
1065,C0549419,Skin fragility
1066,C0549430,Procedural site reaction
1067,C0549448,Haemoglobin increased
1068,C0549622,Sexual dysfunction
1069,C0549634,Lipids abnormal
1070,C0553692,Haemorrhagic stroke
1071,C0554976,Bradyphrenia
1072,C0555358,Morbid thoughts
1073,C0555724,Lip dry
1074,C0558143,Skin maceration
1075,C0558148,Yellow skin
1076,C0558489,Renal pain
1077,C0559031,Functional gastrointestinal disorder
1078,C0559546,Adverse reaction
1079,C0566951,Vaginal ulceration
1080,C0575081,Gait disturbance
1081,C0575090,Balance disorder
1082,C0578455,Abscess limb
1083,C0595916,Nephropathy toxic
1084,C0595939,Stillbirth
1085,C0596170,Binge eating
1086,C0596240,Cancer pain
1087,C0600125,Electrocardiogram PR prolongation
1088,C0677658,Breast disorder female
1089,C0679048,Obsessive thoughts
1090,C0686347,Tardive dyskinesia
1091,C0687713,Gastrointestinal pain
1092,C0699744,Ear infection
1093,C0700345,Vulvovaginal candidiasis
1094,C0700502,Primary hypothyroidism
1095,C0702109,Erythropoiesis abnormal
1096,C0702166,Acne
1097,C0702266,Basophilia
1098,C0729552,Genital infection
1099,C0730345,Microalbuminuria
1100,C0730362,Maculopathy
1101,C0740299,Blood culture positive
1102,C0740394,Hyperuricaemia
1103,C0740401,Duodenal ulcer perforation
1104,C0740409,Psychotic behaviour
1105,C0740457,Renal cancer
1106,C0740651,Abdominal symptom
1107,C0743400,Ejection fraction decreased
1108,C0743525,Enterobacter sepsis
1109,C0743668,Limb injury
1110,C0743680,Eye oedema
1111,C0744369,Genital lesion
1112,C0745528,Klebsiella sepsis
1113,C0746883,Febrile neutropenia
1114,C0750887,Adrenal gland cancer
1115,C0751265,Learning disability
1116,C0751436,Tetrahydrobiopterin deficiency
1117,C0751466,Phonophobia
1118,C0751576,Vocal cord paresis
1119,C0751674,Lymphangioleiomyomatosis
1120,C0836924,Thrombocytosis
1121,C0848548,Hypertensive nephropathy
1122,C0849796,Ear congestion
1123,C0849925,Ventricular failure
1124,C0851043,Lipids increased
1125,C0851536,Administration site reaction
1126,C0851578,Sleep disorder
1127,C0852566,Sleep phase rhythm disturbance
1128,C0852625,Injection site erythema
1129,C0852995,Injection site pruritus
1130,C0853011,Diabetic hyperglycaemic coma
1131,C0853026,Porphyria non-acute
1132,C0853193,Bipolar I disorder
1133,C0853203,Smear cervix normal
1134,C0853662,Oestrogen deficiency
1135,C0853700,Application site erythema
1136,C0853813,Local reaction
1137,C0853945,Oral mucosal blistering
1138,C0854069,Tumour pain
1139,C0854097,Hypoaesthesia eye
1140,C0854100,Nitrogen balance negative
1141,C0854114,Corneal epithelium defect
1142,C0854121,Gastrointestinal motility disorder
1143,C0854144,Septic arthritis streptobacillus
1144,C0854171,Temperature regulation disorder
1145,C0854268,Foetal damage
1146,C0854303,Limb discomfort
1147,C0854372,Mastication disorder
1148,C0854381,Genital haemorrhage
1149,C0854382,Libido disorder
1150,C0855223,"Hallucinations, mixed"
1151,C0855237,Social avoidant behaviour
1152,C0855304,Glycosylated haemoglobin decreased
1153,C0855329,Electrocardiogram change
1154,C0856152,Buccal mucosal roughening
1155,C0856825,Acute graft versus host disease
1156,C0857468,Withdrawal hypertension
1157,C0858346,Gastrointestinal ulcer perforation
1158,C0858751,Lip blister
1159,C0858794,Application site warmth
1160,C0860160,Diabetes mellitus inadequate control
1161,C0860594,Metastatic malignant melanoma
1162,C0860811,Antidiuretic hormone abnormality
1163,C0860851,Oestradiol increased
1164,C0863084,Skin discomfort
1165,C0876973,Lung infection
1166,C0876994,Cardiotoxicity
1167,C0877009,Muscle fibrosis
1168,C0877042,Graft loss
1169,C0877046,Tooth infection
1170,C0877047,Occult blood positive
1171,C0877055,Acute generalised exanthematous pustulosis
1172,C0877089,Vaginal mucosal blistering
1173,C0877095,Application site haematoma
1174,C0877096,Application site paraesthesia
1175,C0877097,Application site vesicles
1176,C0877104,Retinal toxicity
1177,C0877126,Application site inflammation
1178,C0877127,Application site papules
1179,C0877134,Hernia pain
1180,C0877153,Neutropenic sepsis
1181,C0877154,Visual brightness
1182,C0877203,Respiratory tract infection viral
1183,C0877211,General physical health deterioration
1184,C0877322,Muscle tightness
1185,C0877331,Abnormal clotting factor
1186,C0877338,Breast discomfort
1187,C0877661,Application site burn
1188,C0877792,Circadian rhythm sleep disorder
1189,C0878544,Cardiomyopathy
1190,C0919590,Injection site cellulitis
1191,C0919593,Injection site coldness
1192,C0919600,Application site hyperaesthesia
1193,C0919603,Application site urticaria
1194,C0919659,Oropharyngeal candidiasis
1195,C0936215,Vitamin B6 deficiency
1196,C0936223,Prostate cancer metastatic
1197,C0936250,Eczema herpeticum
1198,C0948036,Gastric ulcer helicobacter
1199,C0948050,Small bowel angioedema
1200,C0948085,Corneal defect
1201,C0948089,Acute coronary syndrome
1202,C0948268,Haemodynamic instability
1203,C0948296,Ear discomfort
1204,C0948300,Application site scab
1205,C0948349,Respiratory tract congestion
1206,C0948380,Colorectal cancer metastatic
1207,C0948643,Hyperuricosuria
1208,C0948715,Infusion related reaction
1209,C0948779,Gastrointestinal hypomotility
1210,C0948978,Catheter site cellulitis
1211,C0948991,Injection site discolouration
1212,C1095967,Psychiatric evaluation abnormal
1213,C1096106,Wound complication
1214,C1096257,Dental discomfort
1215,C1096267,Injection site discomfort
1216,C1096311,Mucosal discolouration
1217,C1096343,Infusion site reaction
1218,C1096355,Electrocardiogram U-wave abnormality
1219,C1096444,Altered visual depth perception
1220,C1096460,Infusion site phlebitis
1221,C1112182,Parkinsonian rest tremor
1222,C1112274,Genital discharge
1223,C1112320,Temperature intolerance
1224,C1112346,Prostate induration
1225,C1112443,Male sexual dysfunction
1226,C1112470,Infusion site inflammation
1227,C1140680,Ovarian cancer
1228,C1140716,Hypoxic-ischaemic encephalopathy
1229,C1141884,Head lag abnormal
1230,C1141890,Long QT syndrome congenital
1231,C1141893,Muscle enzyme increased
1232,C1141926,Abdominal sepsis
1233,C1141948,Troponin increased
1234,C1141949,Troponin I increased
1235,C1142011,Orchitis noninfective
1236,C1142017,Glabellar reflex abnormal
1237,C1142072,Oral toxicity
1238,C1142111,Eyelash discolouration
1239,C1142135,Muscle relaxant therapy
1240,C1142139,Drug reaction with eosinophilia and systemic symptoms
1241,C1142160,Application site discolouration
1242,C1142172,Incision site complication
1243,C1142249,Infected cyst
1244,C1142272,Neutrophilic dermatosis
1245,C1142412,Vasodilation procedure
1246,C1142459,Application site scar
1247,C1142492,Postinfarction angina
1248,C1142499,Gastrointestinal toxicity
1249,C1167675,Application site folliculitis
1250,C1167791,Skin toxicity
1251,C1167868,Perinephric collection
1252,C1167870,Graft dysfunction
1253,C1167945,Infusion site rash
1254,C1168034,Gastric pH decreased
1255,C1258215,Ileus
1256,C1260922,Respiration abnormal
1257,C1261473,Sarcoma
1258,C1262141,Poor quality sleep
1259,C1262170,Herpes dermatitis
1260,C1262299,Oral papilloma
1261,C1262535,Jaundice hepatocellular
1262,C1263960,Diabetic coma
1263,C1280433,Lipoatrophy
1264,C1295666,Thyroxine decreased
1265,C1301937,Talipes
1266,C1306341,Mental disability
1267,C1306503,Exomphalos
1268,C1306577,Death
1269,C1320474,Nuchal rigidity
1270,C1322253,Eczema infected
1271,C1323189,Dermatitis infected
1272,C1328291,Dysaesthesia pharynx
1273,C1383860,Cardiac hypertrophy
1274,C1384353,Infestation
1275,C1384606,Dyspareunia
1276,C1442835,Solar dermatitis
1277,C1442903,Exostosis
1278,C1443060,Feeling abnormal
1279,C1456329,Stomach dilation procedure
1280,C1456784,Paranoia
1281,C1456865,Calculus ureteric
1282,C1504363,Body temperature fluctuation
1283,C1504379,Coagulation test abnormal
1284,C1504422,Application site hypersensitivity
1285,C1510497,Lenticular opacities
1286,C1519353,Rash papular
1287,C1527336,Sjogren's syndrome
1288,C1527344,Dysphonia
1289,C1527411,Retinal vein thrombosis
1290,C1535849,Application site induration
1291,C1535879,Vessel puncture site bruise
1292,C1535893,Orthostatic intolerance
1293,C1535919,Foetal chromosome abnormality
1294,C1535939,Pneumocystis jirovecii pneumonia
1295,C1535950,Gastrointestinal inflammation
1296,C1536052,Oral mucosal exfoliation
1297,C1542178,Lower limb fracture
1298,C1565489,Renal impairment
1299,C1608408,Malignant transformation
1300,C1608410,Head titubation
1301,C1608945,Exfoliative rash
1302,C1608950,Device dislocation
1303,C1608954,Infusion site extravasation
1304,C1696574,Application site erosion
1305,C1696942,Application site cellulitis
1306,C1697943,Epidermal growth factor receptor decreased
1307,C1710632,Vessel perforation
1308,C1720775,Renal tubular necrosis
1309,C1737329,Dysmorphism
1310,C1760428,Suicidal behaviour
1311,C1800706,Idiopathic pulmonary fibrosis
1312,C1868843,Injection site dryness
1313,C1956346,Coronary artery disease
1314,C1956415,Dyspnoea paroxysmal nocturnal
1315,C1959797,Allergic hepatitis
1316,C1963789,Genital swelling
1317,C1963818,Gastrointestinal sounds abnormal
1318,C2004489,Regurgitation
1319,C2004491,Scar
1320,C2004521,Anaemia vitamin B12 deficiency
1321,C2173677,Renal cyst
1322,C2225524,Breast enlargement
1323,C2239176,Hepatocellular carcinoma
1324,C2242576,Oropharyngeal blistering
1325,C2586050,Oesophagitis ulcerative
1326,C2607914,Rhinitis allergic
1327,C2607947,Deafness unilateral
1328,C2609174,Tongue pigmentation
1329,C2697368,Gastrointestinal tract irritation
1330,C2718128,Nasal inflammation
1331,C2747852,Device related sepsis
1332,C2747891,Device capturing issue
1333,C2748362,Vulvovaginal erythema
1334,C2826318,Refractory cytopenia with unilineage dysplasia
1335,C2830004,Somnolence
1336,C2937222,Proctitis ulcerative
1337,C2939094,Skin sensitisation
1338,C2939147,Feeling hot
1339,C2939419,Metastatic neoplasm
1340,C2939447,Right ventricular failure
1341,C2939465,Glucose-6-phosphate dehydrogenase deficiency
1342,C3489393,Hiatus hernia
1343,C3665347,Visual impairment
1344,C3665444,Neutrophilia
1345,C3665770,Acquired lipoatrophic diabetes
1346,C3665888,Reproductive toxicity
