adr_idx,adr_id,adr_name
884,C0029445,Osteonecrosis
885,C0029453,Osteopenia
886,C0029456,Osteoporosis
887,C0029878,Otitis externa
888,C0029882,Otitis media
889,C0029883,Middle ear effusion
890,C0029927,Ovarian cyst
891,C0029928,Ovarian disorder
892,C0029944,Overdose
893,C0030193,Pain
894,C0030196,Pain in extremity
895,C0030232,Pallor
896,C0030252,Palpitations
897,C0030297,Pancreatic neoplasm
898,C0030299,Pancreatic pseudocyst
899,C0030305,Pancreatitis
900,C0030312,Pancytopenia
901,C0030318,Panic reaction
902,C0030319,Panic disorder
903,C0030326,Panniculitis
904,C0030332,Panophthalmitis
905,C0030353,Papilloedema
906,C0030354,Papilloma
907,C0030409,Paracoccidioides infection
908,C0030446,Ileus paralytic
909,C0030469,Sinus disorder
910,C0030486,Paraplegia
911,C0030489,Paraproteinaemia
912,C0030508,Parasomnia
913,C0030517,Parathyroid disorder
914,C0030552,Paresis
915,C0030554,Paraesthesia
916,C0030567,Parkinson's disease
917,C0030578,Paronychia
918,C0030583,Parotitis
919,C0030662,Pathological gambling
920,C0030781,Peliosis hepatis
921,C0030783,Nicotinic acid deficiency
922,C0030790,Pelvic infection
923,C0030794,Pelvic pain
924,C0030805,Pemphigoid
925,C0030807,Pemphigus
926,C0030846,Penis disorder
927,C0030848,Peyronie's disease
928,C0030920,Peptic ulcer
929,C0030922,Peptic ulcer haemorrhage
930,C0030925,Peptic ulcer perforation
931,C0031036,Polyarteritis nodosa
932,C0031037,Periarthritis
933,C0031039,Pericardial effusion
934,C0031046,Pericarditis
935,C0031048,Pericarditis constrictive
936,C0031090,Periodontal disease
937,C0031099,Periodontitis
938,C0031111,Periostitis
939,C0031117,Neuropathy peripheral
940,C0031154,Peritonitis
941,C0031157,Peritonsillar abscess
942,C0031190,Persistent foetal circulation
943,C0031212,Personality disorder
944,C0031256,Petechiae
945,C0031345,Pharyngeal disorder
946,C0031350,Pharyngitis
947,C0031485,Phenylketonuria
948,C0031542,Phlebitis
949,C0031736,Polymorphic light eruption
950,C0031924,Piloerection
951,C0032019,Pituitary tumour
952,C0032045,Placental disorder
953,C0032131,Plasmacytoma
954,C0032226,Pleural disorder
955,C0032227,Pleural effusion
956,C0032231,Pleurisy
957,C0032285,Pneumonia
958,C0032290,Pneumonia aspiration
959,C0032300,Lobar pneumonia
960,C0032319,Pneumopericardium
961,C0032320,Pneumoperitoneum
962,C0032326,Pneumothorax
963,C0032343,Poisoning
964,C0032371,Poliomyelitis
965,C0032461,Polycythaemia
966,C0032463,Polycythaemia vera
967,C0032519,Polymenorrhoea
968,C0032529,Genetic polymorphism
969,C0032533,Polymyalgia rheumatica
970,C0032584,Polyp
971,C0032617,Polyuria
972,C0032708,Porphyrin metabolism disorder
973,C0032739,Tuberculin test positive
974,C0032768,Post herpetic neuralgia
975,C0032776,Postmenopausal haemorrhage
976,C0032797,Postpartum haemorrhage
977,C0032961,Pregnancy
978,C0032987,Ectopic pregnancy
979,C0033036,Supraventricular extrasystoles
980,C0033038,Premature ejaculation
981,C0033046,Premenstrual syndrome
982,C0033075,Presbyopia
983,C0033117,Priapism
984,C0033246,Proctitis
985,C0033247,Proctocolitis
986,C0033575,Prostatic disorder
987,C0033578,Neoplasm prostate
988,C0033581,Prostatitis
989,C0033687,Proteinuria
990,C0033771,Prurigo
991,C0033774,Pruritus
992,C0033775,Anal pruritus
993,C0033777,Pruritus genital
994,C0033797,Pseudodementia
995,C0033817,Pseudomonas infection
996,C0033845,Benign intracranial hypertension
997,C0033860,Psoriasis
998,C0033893,Tension headache
999,C0033931,Psychosomatic disease
1000,C0033948,Female orgasmic disorder
1001,C0033949,Male orgasmic disorder
1002,C0033953,Psychosexual disorder
1003,C0033975,Psychotic disorder
1004,C0033999,Pterygium
1005,C0034011,Puberty
1006,C0034012,Delayed puberty
1007,C0034013,Precocious puberty
1008,C0034050,Alveolar proteinosis
1009,C0034063,Pulmonary oedema
1010,C0034065,Pulmonary embolism
1011,C0034067,Emphysema
1012,C0034068,Pulmonary eosinophilia
1013,C0034069,Pulmonary fibrosis
1014,C0034072,Cor pulmonale
1015,C0034074,Pulmonary infarction
1016,C0034088,Pulmonary valve incompetence
1017,C0034103,Pulpitis dental
1018,C0034124,Pupillary disorder
1019,C0034150,Purpura
1020,C0034152,Henoch-Schonlein purpura
1021,C0034155,Thrombotic thrombocytopenic purpura
1022,C0034186,Pyelonephritis
1023,C0034194,Pyloric stenosis
1024,C0034212,Pyoderma
1025,C0034359,Pyuria
1026,C0034372,Quadriplegia
1027,C0034530,Radiation injury
1028,C0034544,Radiculitis
1029,C0034642,Rales
1030,C0034735,Raynaud's phenomenon
1031,C0034880,Hyperacusis
1032,C0034886,Proctalgia
1033,C0034887,Rectal polyp
1034,C0034902,Aplasia pure red cell
1035,C0034933,Reflexes abnormal
1036,C0034935,Extensor plantar response
1037,C0034951,Refraction disorder
1038,C0035021,Relapsing fever
1039,C0035067,Renal artery stenosis
1040,C0035078,Renal failure
1041,C0035085,Renal infarct
1042,C0035127,Repetitive strain injury
1043,C0035204,Respiratory disorder
1044,C0035222,Acute respiratory distress syndrome
1045,C0035232,Respiratory paralysis
1046,C0035243,Respiratory tract infection
1047,C0035258,Restless legs syndrome
1048,C0035302,Retinal artery occlusion
1049,C0035304,Retinal degeneration
1050,C0035305,Retinal detachment
1051,C0035309,Retinal disorder
1052,C0035317,Retinal haemorrhage
1053,C0035321,Retinal tear
1054,C0035326,Retinal vascular occlusion
1055,C0035328,Retinal vein occlusion
1056,C0035333,Retinitis
1057,C0035344,Retinopathy of prematurity
1058,C0035357,Retroperitoneal fibrosis
1059,C0035400,Reye's syndrome
1060,C0035410,Rhabdomyolysis
1061,C0035455,Rhinitis
1062,C0035508,Rhonchi
1063,C0035522,Rib fracture
1064,C0035579,Rickets
1065,C0035854,Rosacea
1066,C0036093,Salivary gland disorder
1067,C0036130,Salpingitis
1068,C0036202,Sarcoidosis
1069,C0036203,Cutaneous sarcoidosis
1070,C0036220,Kaposi's sarcoma
1071,C0036337,Schizoaffective disorder
1072,C0036341,Schizophrenia
1073,C0036358,Schizophreniform disorder
1074,C0036396,Sciatica
1075,C0036416,Scleritis
1076,C0036454,Scotoma
1077,C0036502,Sebaceous gland disorder
1078,C0036508,Seborrhoeic dermatitis
1079,C0036572,Convulsion
1080,C0036651,Solar lentigo
1081,C0036689,Pharyngitis streptococcal
1082,C0036749,Serositis
1083,C0036830,Serum sickness
1084,C0036916,Sexually transmitted disease
1085,C0036974,Shock
1086,C0036980,Cardiogenic shock
1087,C0036982,Shock haemorrhagic
1088,C0036983,Septic shock
1089,C0037023,Sialoadenitis
1090,C0037036,Salivary hypersecretion
1091,C0037052,Sick sinus syndrome
1092,C0037188,Sinoatrial block
1093,C0037195,Sinus headache
1094,C0037199,Sinusitis
1095,C0037268,Congenital skin disorder
1096,C0037274,Skin disorder
1097,C0037278,Skin infection
1098,C0037284,Skin lesion
1099,C0037286,Neoplasm skin
1100,C0037293,Acrochordon
1101,C0037299,Skin ulcer
1102,C0037301,Skin wrinkling
1103,C0037315,Sleep apnoea syndrome
1104,C0037320,Sleep terror
1105,C0037383,Sneezing
1106,C0037384,Snoring
1107,C0037578,Soft tissue injury
1108,C0037650,Somatoform disorder
1109,C0037672,Somnambulism
1110,C0037763,Muscle spasms
1111,C0037822,Speech disorder
1112,C0037859,Spermatocele
1113,C0037926,Spinal cord compression
1114,C0037928,Spinal cord disorder
1115,C0037929,Spinal cord injury
1116,C0037933,Spinal disorder
1117,C0037997,Spleen disorder
1118,C0037998,Splenic infarction
1119,C0038002,Splenomegaly
1120,C0038012,Spondylitis
1121,C0038013,Ankylosing spondylitis
1122,C0038160,Staphylococcal infection
1123,C0038218,Status asthmaticus
1124,C0038220,Status epilepticus
1125,C0038238,Steatorrhoea
1126,C0038273,Stereotypy
1127,C0038325,Stevens-Johnson syndrome
1128,C0038353,Gastric dilatation
1129,C0038354,Gastric disorder
1130,C0038358,Gastric ulcer
1131,C0038362,Stomatitis
1132,C0038363,Aphthous stomatitis
1133,C0038379,Strabismus
1134,C0038395,Streptococcal infection
1135,C0038435,Stress
1136,C0038450,Stridor
1137,C0038454,Cerebrovascular accident
1138,C0038463,Strongyloidiasis
1139,C0038525,Subarachnoid haemorrhage
1140,C0038587,Withdrawal syndrome
1141,C0038644,Sudden infant death syndrome
1142,C0038663,Suicide attempt
1143,C0038732,Sulphaemoglobinaemia
1144,C0038814,Sunburn
1145,C0038826,Superinfection
1146,C0038941,Postoperative wound infection
1147,C0038986,Sweat gland disorder
1148,C0038999,Swelling
1149,C0039070,Syncope
1150,C0039103,Synovitis
1151,C0039231,Tachycardia
1152,C0039239,Sinus tachycardia
1153,C0039240,Supraventricular tachycardia
1154,C0039242,Tachyphylaxis
1155,C0039446,Telangiectasia
1156,C0039496,Temporomandibular joint syndrome
1157,C0039503,Tendonitis
1158,C0039520,Tenosynovitis
1159,C0039584,Testicular disorder
1160,C0039591,Testicular pain
1161,C0039614,Tetanus
1162,C0039621,Tetany
1163,C0039971,Thirst
1164,C0040028,Essential thrombocythaemia
1165,C0040034,Thrombocytopenia
1166,C0040046,Thrombophlebitis
1167,C0040053,Thrombosis
1168,C0040127,Thyrotoxic crisis
1169,C0040128,Thyroid disorder
1170,C0040136,Thyroid neoplasm
1171,C0040147,Thyroiditis
1172,C0040213,Costochondritis
1173,C0040247,Tinea infection
1174,C0040252,Body tinea
1175,C0040259,Tinea pedis
1176,C0040261,Onychomycosis
1177,C0040262,Tinea versicolour
1178,C0040264,Tinnitus
1179,C0040409,Tongue disorder
1180,C0040425,Tonsillitis
1181,C0040434,Tooth discolouration
1182,C0040435,Tooth disorder
1183,C0040436,Tooth erosion
1184,C0040441,Tooth fracture
1185,C0040460,Toothache
1186,C0040479,Torsade de pointes
1187,C0040485,Torticollis
1188,C0040558,Toxoplasmosis
1189,C0040584,Tracheitis
1190,C0040586,Tracheobronchitis
1191,C0040588,Tracheo-oesophageal fistula
1192,C0040797,Traumatic haemorrhage
1193,C0040822,Tremor
1194,C0040953,Trichotillomania
1195,C0041105,Trismus
1196,C0041296,Tuberculosis
1197,C0041349,Tubulointerstitial nephritis
1198,C0041364,Tumour lysis syndrome
1199,C0041408,Turner's syndrome
1200,C0041466,Typhoid fever
1201,C0041582,Ulcer
1202,C0041657,Loss of consciousness
1203,C0041667,Underweight
1204,C0041747,Unintended pregnancy
1205,C0041834,Erythema
1206,C0041909,Upper gastrointestinal haemorrhage
1207,C0041912,Upper respiratory tract infection
1208,C0041956,Ureteric obstruction
1209,C0041969,Urethral disorder
1210,C0041972,Urethral obstruction
1211,C0041976,Urethritis
1212,C0042018,Calculus urinary
1213,C0042023,Pollakiuria
1214,C0042024,Urinary incontinence
1215,C0042029,Urinary tract infection
1216,C0042035,Micturition disorder
1217,C0042063,Congenital genitourinary abnormality
1218,C0042065,Genitourinary tract neoplasm
1219,C0042075,Urinary tract disorder
1220,C0042109,Urticaria
1221,C0042131,Uterine disorder
1222,C0042133,Uterine leiomyoma
1223,C0042134,Uterine haemorrhage
1224,C0042135,Uterine atony
1225,C0042138,Uterine neoplasm
1226,C0042139,Uterine perforation
1227,C0042143,Uterine rupture
1228,C0042164,Uveitis
1229,C0042170,Vogt-Koyanagi-Harada syndrome
1230,C0042251,Vaginal disorder
1231,C0042258,Vaginal neoplasm
1232,C0042267,Vaginal inflammation
1233,C0042341,Varicocele
1234,C0042345,Varicose vein
1235,C0042373,Angiopathy
1236,C0042376,Vascular headache
1237,C0042384,Vasculitis
1238,C0042485,Venous insufficiency
1239,C0042487,Venous thrombosis
1240,C0042510,Ventricular fibrillation
1241,C0042514,Ventricular tachycardia
1242,C0042571,Vertigo
1243,C0042594,Vestibular disorder
1244,C0042721,Hepatitis viral
1245,C0042749,Viraemia
1246,C0042755,Virilism
1247,C0042769,Viral infection
1248,C0042847,Vitamin B12 deficiency
1249,C0042850,Vitamin B complex deficiency
1250,C0042900,Vitiligo
1251,C0042907,Vitreous detachment
1252,C0042909,Vitreous haemorrhage
1253,C0042928,Vocal cord paralysis
1254,C0042961,Volvulus
1255,C0042963,Vomiting
1256,C0042994,Vulval disorder
1257,C0042996,Vulvitis
1258,C0042998,Vulvovaginitis
1259,C0043049,Water intoxication
1260,C0043094,Weight increased
1261,C0043096,Weight decreased
1262,C0043117,Idiopathic thrombocytopenic purpura
1263,C0043144,Wheezing
1264,C0043167,Pertussis
1265,C0043241,Wound infection
1266,C0043246,Laceration
1267,C0043250,Wound
1268,C0043345,Xeroderma
1269,C0043349,Xerophthalmia
1270,C0043352,Dry mouth
1271,C0043387,Yawning
1272,C0078911,HIV associated nephropathy
1273,C0079035,Bradyarrhythmia
1274,C0079102,Cerebral thrombosis
1275,C0079487,Helicobacter infection
1276,C0079744,Diffuse large B-cell lymphoma
1277,C0079772,T-cell lymphoma
1278,C0079924,Oligohydramnios
1279,C0080178,Spina bifida
1280,C0080194,Muscle strain
1281,C0080203,Tachyarrhythmia
1282,C0080233,Tooth loss
1283,C0080274,Urinary retention
1284,C0080276,Urogenital disorder
1285,C0085077,Acute febrile neutrophilic dermatosis
1286,C0085082,Fungaemia
1287,C0085083,Ovarian hyperstimulation syndrome
1288,C0085096,Peripheral vascular disorder
1289,C0085129,Bronchial hyperreactivity
1290,C0085136,Central nervous system neoplasm
1291,C0085166,Vaginitis bacterial
1292,C0085271,Self injurious behaviour
1293,C0085298,Sudden cardiac death
1294,C0085383,Hypocapnia
1295,C0085436,Meningitis cryptococcal
1296,C0085437,Meningitis bacterial
1297,C0085569,Acidosis hyperchloraemic
1298,C0085570,Alkalosis hypokalaemic
1299,C0085576,Microcytic anaemia
1300,C0085580,Essential hypertension
1301,C0085583,Choreoathetosis
1302,C0085584,Encephalopathy
1303,C0085593,Chills
1304,C0085602,Polydipsia
1305,C0085605,Hepatic failure
1306,C0085606,Micturition urgency
1307,C0085607,Volume blood increased
1308,C0085610,Sinus bradycardia
1309,C0085612,Ventricular arrhythmia
1310,C0085614,Atrioventricular block first degree
1311,C0085615,Bundle branch block right
1312,C0085616,Vasospasm
1313,C0085617,Arterial spasm
1314,C0085619,Orthopnoea
1315,C0085620,Paralysis flaccid
1316,C0085622,Monoplegia
1317,C0085623,Akinesia
1318,C0085624,Burning sensation
1319,C0085628,Stupor
1320,C0085631,Agitation
1321,C0085632,Apathy
1322,C0085633,Mood swings
1323,C0085635,Photopsia
1324,C0085636,Photophobia
1325,C0085637,Oculogyric crisis
1326,C0085639,Fall
1327,C0085641,Rash pustular
1328,C0085642,Livedo reticularis
1329,C0085648,Synovial cyst
1330,C0085649,Oedema peripheral
1331,C0085650,Purpura fulminans
1332,C0085652,Pyoderma gangrenosum
1333,C0085653,Pyogenic granuloma
1334,C0085654,Injection site granuloma
1335,C0085655,Polymyositis
1336,C0085661,Onycholysis
1337,C0085669,Acute leukaemia
1338,C0085679,Hyperchloraemia
1339,C0085680,Hypochloraemia
1340,C0085681,Hyperphosphataemia
1341,C0085682,Hypophosphataemia
1342,C0085688,Breast engorgement
1343,C0085692,Cystitis haemorrhagic
1344,C0085702,Monocytosis
1345,C0085740,Mendelson's syndrome
1346,C0085762,Alcohol abuse
1347,C0085932,Dermatitis bullous
1348,C0086132,Depressive symptom
1349,C0086168,Dissociation
1350,C0086227,Enterobiasis
1351,C0086438,Hypogammaglobulinaemia
1352,C0086439,Hypokinesia
1353,C0086543,Cataract
1354,C0086565,Hepatic function abnormal
1355,C0086692,Benign neoplasm
1356,C0086769,Panic attack
1357,C0149504,Toxic encephalopathy
1358,C0149512,Acute sinusitis
1359,C0149520,Cholecystitis acute
1360,C0149521,Pancreatitis chronic
1361,C0149531,Pelvic fracture
1362,C0149678,Epstein-Barr virus infection
1363,C0149707,Haematospermia
1364,C0149721,Left ventricular hypertrophy
1365,C0149725,Lower respiratory tract infection
1366,C0149726,Pulmonary mass
1367,C0149741,Breast discharge
1368,C0149745,Mouth ulceration
1369,C0149756,Plantar fasciitis
1370,C0149766,Purpura senile
1371,C0149770,Rectal abscess
1372,C0149778,Soft tissue infection
1373,C0149782,Squamous cell carcinoma of lung
1374,C0149801,Urosepsis
1375,C0149836,Atrophic vulvovaginitis
1376,C0149871,Deep vein thrombosis
1377,C0149892,Gingival abscess
1378,C0149904,Hepatitis cholestatic
1379,C0149911,Hypercalcaemia of malignancy
1380,C0149925,Small cell lung cancer
1381,C0149931,Migraine
1382,C0150045,Urge incontinence
1383,C0150450,Altered state of consciousness
1384,C0151190,Palpable purpura
1385,C0151205,Periorbital oedema
1386,C0151281,Genital ulceration
1387,C0151311,Cranial nerve paralysis
1388,C0151313,Peripheral sensory neuropathy
1389,C0151463,Breast abscess
1390,C0151464,Injection site abscess
1391,C0151467,Adrenocortical insufficiency acute
1392,C0151468,Thyroid adenoma
1393,C0151472,Albumin globulin ratio abnormal
1394,C0151474,Alcohol intolerance
1395,C0151476,Alkalosis hypochloraemic
1396,C0151477,Hormone level abnormal
1397,C0151479,Amylase increased
1398,C0151480,Antinuclear antibody positive
1399,C0151490,Congenital central nervous system anomaly
1400,C0151500,Anticholinergic syndrome
1401,C0151505,Application site reaction
1402,C0151511,Breast atrophy
1403,C0151512,Injection site atrophy
1404,C0151514,Skin atrophy
1405,C0151517,Atrioventricular block complete
1406,C0151526,Premature delivery
1407,C0151529,Bleeding time prolonged
1408,C0151538,Buccoglossal syndrome
1409,C0151539,Blood urea increased
1410,C0151541,Capillary fragility increased
1411,C0151544,Gastrointestinal carcinoma
1412,C0151563,Coagulation time prolonged
1413,C0151564,Cogwheel rigidity
1414,C0151569,Coombs direct test positive
1415,C0151571,Corneal lesion
1416,C0151577,Creatinine renal clearance decreased
1417,C0151579,Crystalluria
1418,C0151584,Injection site cyst
1419,C0151585,Deafness permanent
1420,C0151588,Deafness transitory
1421,C0151594,Diarrhoea haemorrhagic
1422,C0151596,Tongue discolouration
1423,C0151599,Drug level increased
1424,C0151601,Conjunctival oedema
1425,C0151602,Swelling face
1426,C0151603,Generalised oedema
1427,C0151604,Oedema genital
1428,C0151605,Injection site swelling
1429,C0151609,Scrotal oedema
1430,C0151610,Tongue oedema
1431,C0151611,Electroencephalogram abnormal
1432,C0151614,Electrolyte depletion
1433,C0151620,Hypertensive encephalopathy
1434,C0151622,Endometrial disorder
1435,C0151623,Enterocolitis haemorrhagic
1436,C0151625,Enzyme abnormality
1437,C0151628,Epiphyses premature fusion
1438,C0151629,Fixed eruption
1439,C0151632,Red blood cell sedimentation rate increased
1440,C0151636,Ventricular extrasystoles
1441,C0151650,Kidney fibrosis
1442,C0151662,Gamma-glutamyltransferase increased
1443,C0151664,Gastrointestinal perforation
1444,C0151665,Globulins decreased
1445,C0151671,Glucose tolerance decreased
1446,C0151683,Neutrophil count increased
1447,C0151684,Granuloma skin
1448,C0151685,Growth accelerated
1449,C0151686,Growth retardation
1450,C0151691,High density lipoprotein decreased
1451,C0151692,Impaired healing
1452,C0151698,Injection site haemorrhage
1453,C0151699,Haemorrhage intracranial
1454,C0151701,Pulmonary haemorrhage
1455,C0151705,Retroperitoneal haemorrhage
1456,C0151713,Hyperchlorhydria
1457,C0151714,Hypermagnesaemia
1458,C0151717,Skin hypertrophy
1459,C0151718,Hypocholesterolaemia
1460,C0151721,Hypogonadism male
1461,C0151723,Hypomagnesaemia
1462,C0151730,Drug effect increased
1463,C0151734,Injection site inflammation
1464,C0151735,Injection site reaction
1465,C0151738,Large intestine perforation
1466,C0151740,Intracranial pressure increased
1467,C0151744,Myocardial ischaemia
1468,C0151747,Renal tubular disorder
1469,C0151757,Lenticular pigmentation
1470,C0151763,Hepatocellular injury
1471,C0151766,Liver function test abnormal
1472,C0151767,Liver tenderness
1473,C0151775,Injection site mass
1474,C0151785,Mucous membrane disorder
1475,C0151786,Muscular weakness
1476,C0151788,Eosinophilic myocarditis
1477,C0151795,Injection site necrosis
1478,C0151798,Hepatic necrosis
1479,C0151799,Skin necrosis
1480,C0151814,Coronary artery occlusion
1481,C0151815,Mesenteric occlusion
1482,C0151818,Opisthotonus
1483,C0151821,Accidental overdose
1484,C0151824,Biliary colic
1485,C0151825,Bone pain
1486,C0151827,Eye pain
1487,C0151828,Injection site pain
1488,C0151830,Urethral pain
1489,C0151859,Polyserositis
1490,C0151865,Pregnancy test false positive
1491,C0151872,Prothrombin level increased
1492,C0151878,Electrocardiogram QT prolonged
1493,C0151888,Hyporeflexia
1494,C0151889,Hyperreflexia
1495,C0151891,Retinal depigmentation
1496,C0151904,Aspartate aminotransferase increased
1497,C0151905,Alanine aminotransferase increased
1498,C0151907,Skin discolouration
1499,C0151908,Dry skin
1500,C0151919,Bladder stenosis
1501,C0151934,Hypogeusia
1502,C0151936,Tendon disorder
1503,C0151937,Tendon rupture
1504,C0151942,Arterial thrombosis
1505,C0151945,Cerebral venous thrombosis
1506,C0151946,Pulmonary thrombosis
1507,C0151964,Conjunctival ulcer
1508,C0151966,Duodenal ulcer haemorrhage
1509,C0151970,Oesophageal ulcer
1510,C0151971,Intestinal ulcer
1511,C0151977,Small intestine ulcer
1512,C0151994,Uterine enlargement
1513,C0151998,Uterine spasm
1514,C0152002,Renal vasculitis
1515,C0152006,Vitreous opacities
1516,C0152008,Vulvovaginal disorder
1517,C0152010,Withdrawal bleed
1518,C0152018,Oesophageal carcinoma
1519,C0152020,Gastric atony
1520,C0152021,Heart disease congenital
1521,C0152025,Polyneuropathy
1522,C0152027,Sensory disturbance
1523,C0152029,Sinus congestion
1524,C0152030,Skin irritation
1525,C0152031,Joint swelling
1526,C0152032,Urinary hesitation
1527,C0152063,Streptobacillary fever
1528,C0152081,Pustular psoriasis
1529,C0152086,Traumatic arthropathy
1530,C0152128,Drug withdrawal syndrome
1531,C0152159,Uterine hypotonus
1532,C0152169,Renal colic
1533,C0152198,Accommodation disorder
1534,C0152227,Lacrimation increased
1535,C0152267,Hodgkin's disease lymphocyte depletion type stage unspecified
1536,C0152427,Polydactyly
1537,C0152447,Urethral discharge
1538,C0152459,Skin striae
1539,C0152517,Viral diarrhoea
1540,C0152964,Streptococcal sepsis
1541,C0152965,Staphylococcal bacteraemia
1542,C0153251,Respiratory moniliasis
1543,C0153567,Uterine cancer
1544,C0153594,Testis cancer
1545,C0153676,Lung cancer metastatic
1546,C0153690,Bone cancer metastatic
1547,C0154251,Lipid metabolism disorder
1548,C0154833,Retinal vascular disorder
1549,C0154933,Iris adhesions
1550,C0155002,Sudden visual loss
1551,C0155003,Blindness transient
1552,C0155018,Colour blindness acquired
1553,C0155118,Corneal degeneration
1554,C0155169,Ocular hyperaemia
1555,C0155170,Conjunctival cyst
1556,C0155177,Eczema eyelids
1557,C0155216,Eyelid bleeding
1558,C0155305,Optic ischaemic neuropathy
1559,C0155320,Blindness cortical
1560,C0155365,Vitreous disorder
1561,C0155388,External ear disorder
1562,C0155503,Vertigo CNS origin
1563,C0155626,Acute myocardial infarction
1564,C0155713,Papillary muscle rupture
1565,C0155773,Portal vein thrombosis
1566,C0155862,Pneumonia streptococcal
1567,C0155866,Pneumonia anthrax
1568,C0155919,Acute pulmonary oedema
1569,C0155947,Dentofacial anomaly
1570,C0155964,Atrophic glossitis
1571,C0156181,Peritoneal adhesions
1572,C0156308,Penile oedema
1573,C0156312,Testicular atrophy
1574,C0156339,Vulval ulceration
1575,C0156353,Uterovaginal prolapse
1576,C0156369,Uterine polyp
1577,C0156384,Vaginal dysplasia
1578,C0156394,Enlarged clitoris
1579,C0156404,Menstruation irregular
1580,C0156543,Abortion
1581,C0158026,Monarthritis
1582,C0158252,Intervertebral disc disorder
1583,C0158266,Intervertebral disc degeneration
1584,C0158281,Cervicobrachial syndrome
1585,C0158328,Trigger finger
1586,C0158350,Tendinous contracture
1587,C0158570,Vascular anomaly
1588,C0158687,Congenital genital malformation
1589,C0158775,Spine malformation
1590,C0159028,General symptom
1591,C0159066,Abdominal rigidity
1592,C0159076,Choluria
1593,C0159321,Facial bones fracture
1594,C0159658,Clavicle fracture
1595,C0160390,Liver injury
1596,C0161446,Brachial plexus injury
1597,C0161479,Nerve injury
1598,C0162119,Haemoglobin decreased
1599,C0162275,Ketonuria
1600,C0162279,Choroidal detachment
1601,C0162281,Corneal deposits
1602,C0162283,Nephrogenic diabetes insipidus
1603,C0162285,Eyelid oedema
1604,C0162287,Abnormal faeces
1605,C0162297,Respiratory arrest
1606,C0162298,Joint stiffness
1607,C0162311,Androgenetic alopecia
1608,C0162316,Iron deficiency anaemia
1609,C0162323,Polyarthritis
1610,C0162429,Malnutrition
1611,C0162529,Colitis ischaemic
1612,C0162557,Acute hepatic failure
1613,C0162565,Porphyria acute
1614,C0162627,Skin bacterial infection
1615,C0162628,Viral skin infection
1616,C0162638,Apoptosis
1617,C0162810,Hypertrophic scar
1618,C0162830,Photosensitivity reaction
1619,C0162834,Skin hyperpigmentation
1620,C0162835,Leukoderma
1621,C0162852,Pityriasis lichenoides et varioliformis acuta
1622,C0175683,Argininosuccinate synthetase deficiency
1623,C0178415,Prostatic specific antigen increased
1624,C0178416,Hypoplastic anaemia
1625,C0178421,Fibroadenoma of breast
1626,C0178703,Hypertrophic osteoarthropathy
1627,C0178879,Urinary tract obstruction
1628,C0205204,Scab
1629,C0205929,Anal fistula
1630,C0206062,Interstitial lung disease
1631,C0206063,Radiation pneumonitis
1632,C0206160,Reticulocytosis
1633,C0206171,Community acquired infection
1634,C0206504,Tympanic membrane perforation
1635,C0206633,Angiomyolipoma
1636,C0206762,Limb malformation
1637,C0220650,Brain cancer metastatic
1638,C0220981,Metabolic acidosis
1639,C0220982,Ketoacidosis
1640,C0220983,Metabolic alkalosis
1641,C0220994,Hyperammonaemia
1642,C0221002,Hyperparathyroidism primary
1643,C0221021,Microangiopathic haemolytic anaemia
1644,C0221030,Hyperviscosity syndrome
1645,C0221032,Congenital generalised lipodystrophy
1646,C0221069,Anterior spinal artery syndrome
1647,C0221100,Hangover
1648,C0221147,Platelet production decreased
1649,C0221150,Odynophagia
1650,C0221155,Systolic hypertension
1651,C0221165,Diplegia
1652,C0221166,Paraparesis
1653,C0221185,Xanthopsia
1654,C0221201,Rash macular
1655,C0221203,Rash vesicular
1656,C0221204,Osteolysis
1657,C0221239,Glomerulonephritis rapidly progressive
1658,C0221244,Dandruff
1659,C0221245,Skin fissures
1660,C0221255,Calcification metastatic
1661,C0221264,Cheilosis
1662,C0221265,Microcytosis
1663,C0221269,Pseudolymphoma
1664,C0221278,Anisocytosis
1665,C0221281,Poikilocytosis
1666,C0221333,Hypouricaemia
1667,C0221345,Nail discolouration
1668,C0221395,Erythropenia
1669,C0221406,Pituitary-dependent Cushing's syndrome
1670,C0221436,Melanoderma
1671,C0221706,Road traffic accident
1672,C0221714,Injection site infection
1673,C0221717,Contact lens intolerance
1674,C0221725,Bronchial obstruction
1675,C0221727,Oesophageal pain
1676,C0221733,Paradoxical pressor response
1677,C0221742,Serum sickness-like reaction
1678,C0221743,Skin reaction
1679,C0221745,Depression suicidal
1680,C0221752,Blood urine
1681,C0221773,Hyperamylasaemia
1682,C0221776,Oral pain
1683,C0221780,Rectal discharge
1684,C0227791,Vaginal discharge
1685,C0231170,Disability
1686,C0231218,Malaise
1687,C0231255,Body mass index decreased
1688,C0231441,Immobile
1689,C0231451,Joint hyperextension
1690,C0231471,Posture abnormal
1691,C0231528,Myalgia
1692,C0231529,Tendon pain
1693,C0231530,Muscle twitching
1694,C0231592,Joint crepitation
1695,C0231807,Dyspnoea exertional
1696,C0231835,Tachypnoea
1697,C0231837,Respiratory rate decreased
1698,C0231856,Breath sounds abnormal
1699,C0231919,Nasal dryness
1700,C0232197,Cardiac fibrillation
1701,C0232208,Nodal rhythm
1702,C0232267,Pericardial rub
1703,C0232352,Vascular insufficiency
