split,Recall@10,Precision@10,HitRate@10,NDCG@10,Recall@50,Precision@50,HitRate@50,NDCG@50,MRR,MPR,MeanRank,MedianRank
val,0.12382440163684841,0.5699186991869918,0.967479674796748,0.6034198581598752,0.2900957071401906,0.3300813008130082,1.0,0.4445689159406512,0.7445617052324369,0.7997191961593098,270.5779619695691,176.8008130081301
test,0.13043941179434645,0.47479674796747967,0.9512195121951219,0.5074686752935981,0.2953900256991791,0.2811382113821138,0.983739837398374,0.4062950799294905,0.6584594042341605,0.8062599998797244,261.7740401618909,175.10569105691056
